,PROP_OBJECT_IDENTIFIER,PROP_OBJECT_NAME,PROP_DESCRIPTION
858,OBJECT_BINARY_VALUE_3000447,NAE08/FC-1.NAE8-T1-FEC67.HTG-EN,Heating isAvailable
859,OBJECT_BINARY_VALUE_3000449,NAE08/FC-1.NAE8-T1-FEC67.CLG-EN,Cooling isAvailable
860,OBJECT_BINARY_VALUE_3000451,NAE08/FC-1.NAE8-T1-FEC67.TUNING-RESET,Application Tuning Reset
861,OBJECT_BINARY_VALUE_3000464,NAE08/FC-1.NAE8-T1-FEC68.HTG-EN,Heating isAvailable
862,OBJECT_BINARY_VALUE_3000466,NAE08/FC-1.NAE8-T1-FEC68.CLG-EN,Cooling isAvailable
863,OBJECT_BINARY_VALUE_3000468,NAE08/FC-1.NAE8-T1-FEC68.TUNING-RESET,Application Tuning Reset
864,OBJECT_BINARY_VALUE_3000481,NAE08/FC-1.NAE8-T1-FEC69.HTG-EN,Heating isAvailable
865,OBJECT_BINARY_VALUE_3000483,NAE08/FC-1.NAE8-T1-FEC69.CLG-EN,Cooling isAvailable
866,OBJECT_BINARY_VALUE_3000485,NAE08/FC-1.NAE8-T1-FEC69.TUNING-RESET,Application Tuning Reset
867,OBJECT_BINARY_VALUE_3000516,NAE08/FC-1.NAE8-T1-FEC45.CLG-EN,Cooling isAvailable
868,OBJECT_BINARY_VALUE_3000517,NAE08/FC-1.NAE8-T1-FEC45.TUNING-RESET,Application Tuning Reset
869,OBJECT_BINARY_VALUE_3000531,NAE08/FC-1.NAE8-T1-FEC46.HTG-EN,Heating isAvailable
870,OBJECT_BINARY_VALUE_3000533,NAE08/FC-1.NAE8-T1-FEC46.CLG-EN,Cooling isAvailable
871,OBJECT_BINARY_VALUE_3000535,NAE08/FC-1.NAE8-T1-FEC46.TUNING-RESET,Application Tuning Reset
872,OBJECT_BINARY_VALUE_3000548,NAE08/FC-1.NAE8-T1-FEC47.HTG-EN,Heating isAvailable
873,OBJECT_BINARY_VALUE_3000550,NAE08/FC-1.NAE8-T1-FEC47.CLG-EN,Cooling isAvailable
874,OBJECT_BINARY_VALUE_3000552,NAE08/FC-1.NAE8-T1-FEC47.TUNING-RESET,Application Tuning Reset
875,OBJECT_BINARY_VALUE_3000565,NAE08/FC-1.NAE8-T1-FEC48.HTG-EN,Heating isAvailable
876,OBJECT_BINARY_VALUE_3000567,NAE08/FC-1.NAE8-T1-FEC48.CLG-EN,Cooling isAvailable
877,OBJECT_BINARY_VALUE_3000569,NAE08/FC-1.NAE8-T1-FEC48.TUNING-RESET,Application Tuning Reset
878,OBJECT_BINARY_VALUE_3000582,NAE08/FC-1.NAE8-T1-FEC49.HTG-EN,Heating isAvailable
879,OBJECT_BINARY_VALUE_3000584,NAE08/FC-1.NAE8-T1-FEC49.CLG-EN,Cooling isAvailable
880,OBJECT_BINARY_VALUE_3000586,NAE08/FC-1.NAE8-T1-FEC49.TUNING-RESET,Application Tuning Reset
881,OBJECT_BINARY_VALUE_3000599,NAE08/FC-1.NAE8-T1-FEC50.HTG-EN,Heating isAvailable
882,OBJECT_BINARY_VALUE_3000601,NAE08/FC-1.NAE8-T1-FEC50.CLG-EN,Cooling isAvailable
883,OBJECT_BINARY_VALUE_3000603,NAE08/FC-1.NAE8-T1-FEC50.TUNING-RESET,Application Tuning Reset
884,OBJECT_BINARY_VALUE_3000616,NAE08/FC-1.NAE8-T1-FEC51.HTG-EN,Heating isAvailable
885,OBJECT_BINARY_VALUE_3000618,NAE08/FC-1.NAE8-T1-FEC51.CLG-EN,Cooling isAvailable
886,OBJECT_BINARY_VALUE_3000620,NAE08/FC-1.NAE8-T1-FEC51.TUNING-RESET,Application Tuning Reset
887,OBJECT_BINARY_VALUE_3000633,NAE08/FC-1.NAE8-T1-FEC52.HTG-EN,Heating isAvailable
888,OBJECT_BINARY_VALUE_3000635,NAE08/FC-1.NAE8-T1-FEC52.CLG-EN,Cooling isAvailable
889,OBJECT_BINARY_VALUE_3000637,NAE08/FC-1.NAE8-T1-FEC52.TUNING-RESET,Application Tuning Reset
890,OBJECT_BINARY_VALUE_3000650,NAE08/FC-1.NAE8-T1-FEC53.HTG-EN,Heating isAvailable
891,OBJECT_BINARY_VALUE_3000652,NAE08/FC-1.NAE8-T1-FEC53.CLG-EN,Cooling isAvailable
892,OBJECT_BINARY_VALUE_3000654,NAE08/FC-1.NAE8-T1-FEC53.TUNING-RESET,Application Tuning Reset
893,OBJECT_BINARY_VALUE_3000667,NAE08/FC-1.NAE8-T1-FEC54.HTG-EN,Heating isAvailable
894,OBJECT_BINARY_VALUE_3000669,NAE08/FC-1.NAE8-T1-FEC54.CLG-EN,Cooling isAvailable
895,OBJECT_BINARY_VALUE_3000671,NAE08/FC-1.NAE8-T1-FEC54.TUNING-RESET,Application Tuning Reset
896,OBJECT_BINARY_VALUE_3000684,NAE08/FC-1.NAE8-T1-FEC55.HTG-EN,Heating isAvailable
897,OBJECT_BINARY_VALUE_3000686,NAE08/FC-1.NAE8-T1-FEC55.CLG-EN,Cooling isAvailable
898,OBJECT_BINARY_VALUE_3000688,NAE08/FC-1.NAE8-T1-FEC55.TUNING-RESET,Application Tuning Reset
899,OBJECT_BINARY_VALUE_3000701,NAE08/FC-1.NAE8-T1-FEC56.HTG-EN,Heating isAvailable
900,OBJECT_BINARY_VALUE_3000703,NAE08/FC-1.NAE8-T1-FEC56.CLG-EN,Cooling isAvailable
901,OBJECT_BINARY_VALUE_3000705,NAE08/FC-1.NAE8-T1-FEC56.TUNING-RESET,Application Tuning Reset
902,OBJECT_BINARY_VALUE_3000709,NAE08/FC-1.NAE8-T1-VMA44.AUTOCAL-C,Autocalibrate
903,OBJECT_BINARY_VALUE_3000716,NAE08/FC-1.NAE8-T1-VMA57.AUTOCAL-C,Autocalibrate
904,OBJECT_BINARY_VALUE_3000723,NAE08/FC-1.NAE8-T1-VMA73.AUTOCAL-C,Autocalibrate
905,OBJECT_BINARY_VALUE_3001036,NAE08/FC-1.9-UP-86.TUNING-RESET,Application Tuning Reset
906,OBJECT_BINARY_VALUE_3001038,NAE08/FC-1.9-UP-86.CLG-EN,Cooling isAvailable
907,OBJECT_BINARY_VALUE_3001040,NAE08/FC-1.9-UP-86.HTG-EN,Heating isAvailable
908,OBJECT_BINARY_VALUE_3001056,NAE08/FC-1.9-UP-85.TUNING-RESET,Application Tuning Reset
909,OBJECT_BINARY_VALUE_3001058,NAE08/FC-1.9-UP-85.CLG-EN,Cooling isAvailable
910,OBJECT_BINARY_VALUE_3001070,NAE08/FC-1.9-UP-84.CLG-EN,Cooling isAvailable
911,OBJECT_BINARY_VALUE_3001071,NAE08/FC-1.9-UP-84.HTG-EN,Heating isAvailable
912,OBJECT_BINARY_VALUE_3001082,NAE08/FC-1.9-UP-83.CLG-EN,Cooling isAvailable
913,OBJECT_BINARY_VALUE_3001083,NAE08/FC-1.9-UP-83.HTG-EN,Heating isAvailable
914,OBJECT_BINARY_VALUE_3001222,NAE08/FC-1.9-UP-87.AUTOCAL-C,Autocalibrate
915,OBJECT_BINARY_VALUE_3001692,NAE08/FC-1.7-UP-90.TUNING-RESET,Tuning Reset
916,OBJECT_BINARY_VALUE_3001734,NAE08/FC-1.7-UP-91.TUNING-RESET,Tuning Reset
917,OBJECT_BINARY_VALUE_3001778,NAE08/FC-1.7-UP-92.TUNING-RESET,Tuning Reset
918,OBJECT_BINARY_VALUE_3002152,NAE08/Programming.Alarm Shutdown,
919,OBJECT_BINARY_VALUE_3002195,NAE08/FC-1.8-UP-100.CLG-EN,CLG Enable
920,OBJECT_BINARY_VALUE_3002196,NAE08/FC-1.8-UP-100.HTG-EN,Heating Enable
921,OBJECT_BINARY_VALUE_3002466,NAE08/FC-1.9-UP-88.TUNING-RESET,Application Tuning Reset
922,OBJECT_BINARY_VALUE_3002467,NAE08/FC-1.9-UP-88.AUTOCAL-C,Autocalibrate
923,OBJECT_BINARY_VALUE_3002500,NAE08/FC-1.9-UP-88.PFRESTART-EN,Power Fail Restart Enable
924,OBJECT_BINARY_VALUE_3002539,NAE08/FC-1.8-UP-101.CLG-EN,Cooling Enable
925,OBJECT_BINARY_VALUE_3002540,NAE08/FC-1.8-UP-101.HTG-EN,Heating Enable
926,OBJECT_BINARY_VALUE_3002622,NAE08/FC-1.7-UP-93.TUNING-RESET,Application Tuning Reset
927,OBJECT_BINARY_VALUE_3003426,NAE08/FC-1.9-UP-89.AUTOCAL-C,Autocalibrate
928,OBJECT_BINARY_VALUE_3003811,NAE08/FC-1.8-UP-102.CLG-EN,Cooling isAvailable
929,OBJECT_BINARY_VALUE_3003812,NAE08/FC-1.8-UP-102.HTG-EN,Heating isAvailable
930,OBJECT_BINARY_VALUE_3004317,NAE08/FC-1.NAE8-T1-FEC45.DAT-SP RST by OAT or ZONE-T,CS Input (Boolean)
931,OBJECT_BINARY_VALUE_3004320,NAE08/FC-1.NAE8-T1-FEC45.Econ Available,CS Input (Boolean)
932,OBJECT_BINARY_VALUE_3004340,NAE08/FC-1.NAE8-T1-FEC58.DAT-SP RST by OAT or ZONE-T,CS Input (Boolean)
933,OBJECT_BINARY_VALUE_3004343,NAE08/FC-1.NAE8-T1-FEC58.Econ Available,CS Input (Boolean)
934,OBJECT_BINARY_VALUE_3004362,NAE08/FC-1.NAE8-T1-FEC81.DAT-SP RST by OAT or ZONE-T,CS Input (Boolean)
935,OBJECT_BINARY_VALUE_3004365,NAE08/FC-1.NAE8-T1-FEC81.Econ Available,CS Input (Boolean)
936,OBJECT_PROGRAM_3000801,NAE08/Programming.Htg Enable Floors 7-9,
937,OBJECT_PROGRAM_3001151,NAE08/Programming.Fresh Air Tracking 7-9,
938,OBJECT_PROGRAM_3002561,NAE08/Programming.7-CU CO2 Zone A,
939,OBJECT_SCHEDULE_3001137,NAE08/Schedule.CU 9 Sched,
940,OBJECT_SCHEDULE_3001854,NAE08/Schedule.CU-07,
941,OBJECT_SCHEDULE_3001855,NAE08/Schedule.CU-08,
942,OBJECT_SCHEDULE_3002514,NAE08/Schedule.SNC FPTU Sched,
943,OBJECT_SCHEDULE_3002574,NAE08/Schedule.9th FLR SA-T,
944,OBJECT_MULTI_STATE_VALUE_3000052,NAE08/FC-1.NAE08-T1-FEC70.Z2-OCC-MODE,Occupancy Status Display
945,OBJECT_MULTI_STATE_VALUE_3000055,NAE08/FC-1.NAE08-T1-FEC70.Z1-OCC-MODE,Occupancy Status Display
946,OBJECT_MULTI_STATE_VALUE_3000057,NAE08/FC-1.NAE08-T1-FEC70.OCC-SCHEDULE,Occupancy Schedule
947,OBJECT_MULTI_STATE_VALUE_3000069,NAE08/FC-1.NAE8-T1-FEC71.Z2-OCC-MODE,Occupancy Status Display
948,OBJECT_MULTI_STATE_VALUE_3000072,NAE08/FC-1.NAE8-T1-FEC71.Z1-OCC-MODE,Occupancy Status Display
949,OBJECT_MULTI_STATE_VALUE_3000074,NAE08/FC-1.NAE8-T1-FEC71.OCC-SCHEDULE,Occupancy Schedule
950,OBJECT_MULTI_STATE_VALUE_3000086,NAE08/FC-1.NAE8-T1-FEC72.Z2-OCC-MODE,Occupancy Status Display
951,OBJECT_MULTI_STATE_VALUE_3000089,NAE08/FC-1.NAE8-T1-FEC72.Z1-OCC-MODE,Occupancy Status Display
952,OBJECT_MULTI_STATE_VALUE_3000091,NAE08/FC-1.NAE8-T1-FEC72.OCC-SCHEDULE,Occupancy Schedule
953,OBJECT_MULTI_STATE_VALUE_3000103,NAE08/FC-1.NAE8-T1-FEC73.Z2-OCC-MODE,Occupancy Status Display
954,OBJECT_MULTI_STATE_VALUE_3000106,NAE08/FC-1.NAE8-T1-FEC73.Z1-OCC-MODE,Occupancy Status Display
955,OBJECT_MULTI_STATE_VALUE_3000108,NAE08/FC-1.NAE8-T1-FEC73.OCC-SCHEDULE,Occupancy Schedule
956,OBJECT_MULTI_STATE_VALUE_3000120,NAE08/FC-1.NAE8-T1-FEC74.Z2-OCC-MODE,Occupancy Status Display
957,OBJECT_MULTI_STATE_VALUE_3000123,NAE08/FC-1.NAE8-T1-FEC74.Z1-OCC-MODE,Occupancy Status Display
958,OBJECT_MULTI_STATE_VALUE_3000125,NAE08/FC-1.NAE8-T1-FEC74.OCC-SCHEDULE,Occupancy Schedule
959,OBJECT_MULTI_STATE_VALUE_3000137,NAE08/FC-1.NAE8-T1-FEC75.Z2-OCC-MODE,Occupancy Status Display
960,OBJECT_MULTI_STATE_VALUE_3000140,NAE08/FC-1.NAE8-T1-FEC75.Z1-OCC-MODE,Occupancy Status Display
961,OBJECT_MULTI_STATE_VALUE_3000142,NAE08/FC-1.NAE8-T1-FEC75.OCC-SCHEDULE,Occupancy Schedule
962,OBJECT_MULTI_STATE_VALUE_3000154,NAE08/FC-1.NAE8-T1-FEC76.Z2-OCC-MODE,Occupancy Status Display
963,OBJECT_MULTI_STATE_VALUE_3000157,NAE08/FC-1.NAE8-T1-FEC76.Z1-OCC-MODE,Occupancy Status Display
964,OBJECT_MULTI_STATE_VALUE_3000159,NAE08/FC-1.NAE8-T1-FEC76.OCC-SCHEDULE,Occupancy Schedule
965,OBJECT_MULTI_STATE_VALUE_3000171,NAE08/FC-1.NAE8-T1-FEC77.Z2-OCC-MODE,Occupancy Status Display
966,OBJECT_MULTI_STATE_VALUE_3000174,NAE08/FC-1.NAE8-T1-FEC77.Z1-OCC-MODE,Occupancy Status Display
967,OBJECT_MULTI_STATE_VALUE_3000176,NAE08/FC-1.NAE8-T1-FEC77.OCC-SCHEDULE,Occupancy Schedule
968,OBJECT_MULTI_STATE_VALUE_3000188,NAE08/FC-1.NAE8-T1-FEC78.Z2-OCC-MODE,Occupancy Status Display
969,OBJECT_MULTI_STATE_VALUE_3000191,NAE08/FC-1.NAE8-T1-FEC78.Z1-OCC-MODE,Occupancy Status Display
970,OBJECT_MULTI_STATE_VALUE_3000193,NAE08/FC-1.NAE8-T1-FEC78.OCC-SCHEDULE,Occupancy Schedule
971,OBJECT_MULTI_STATE_VALUE_3000205,NAE08/FC-1.NAE8-T1-FEC79.Z2-OCC-MODE,Occupancy Status Display
972,OBJECT_MULTI_STATE_VALUE_3000208,NAE08/FC-1.NAE8-T1-FEC79.Z1-OCC-MODE,Occupancy Status Display
973,OBJECT_MULTI_STATE_VALUE_3000210,NAE08/FC-1.NAE8-T1-FEC79.OCC-SCHEDULE,Occupancy Schedule
974,OBJECT_MULTI_STATE_VALUE_3000222,NAE08/FC-1.NAE8-T1-FEC80.Z2-OCC-MODE,Occupancy Status Display
975,OBJECT_MULTI_STATE_VALUE_3000225,NAE08/FC-1.NAE8-T1-FEC80.Z1-OCC-MODE,Occupancy Status Display
976,OBJECT_MULTI_STATE_VALUE_3000227,NAE08/FC-1.NAE8-T1-FEC80.OCC-SCHEDULE,Occupancy Schedule
977,OBJECT_MULTI_STATE_VALUE_3000258,NAE08/FC-1.NAE8-T1-FEC81.WC-C,WarmupCooldown
978,OBJECT_MULTI_STATE_VALUE_3000259,NAE08/FC-1.NAE8-T1-FEC81.OCC-SCHEDULE,Occupancy Schedule
979,OBJECT_MULTI_STATE_VALUE_3000265,NAE08/FC-1.NAE8-T1-FEC81.APP-MODE,Application Mode
980,OBJECT_MULTI_STATE_VALUE_3000267,NAE08/FC-1.NAE8-T1-FEC81.FIRE-A,CS Input (Enum)
981,OBJECT_MULTI_STATE_VALUE_3000291,NAE08/FC-1.NAE8-T1-FEC58.WC-C,WarmupCooldown
982,OBJECT_MULTI_STATE_VALUE_3000292,NAE08/FC-1.NAE8-T1-FEC58.OCC-SCHEDULE,Occupancy Schedule
983,OBJECT_MULTI_STATE_VALUE_3000298,NAE08/FC-1.NAE8-T1-FEC58.APP-MODE,Application Mode
984,OBJECT_MULTI_STATE_VALUE_3000300,NAE08/FC-1.NAE8-T1-FEC58.FIRE-A,CS Input (Enum)
985,OBJECT_MULTI_STATE_VALUE_3000305,NAE08/FC-1.NAE8-T1-FEC59.Z2-OCC-MODE,Occupancy Status Display
986,OBJECT_MULTI_STATE_VALUE_3000308,NAE08/FC-1.NAE8-T1-FEC59.Z1-OCC-MODE,Occupancy Status Display
987,OBJECT_MULTI_STATE_VALUE_3000310,NAE08/FC-1.NAE8-T1-FEC59.OCC-SCHEDULE,Occupancy Schedule
988,OBJECT_MULTI_STATE_VALUE_3000322,NAE08/FC-1.NAE8-T1-FEC60.Z2-OCC-MODE,Occupancy Status Display
989,OBJECT_MULTI_STATE_VALUE_3000325,NAE08/FC-1.NAE8-T1-FEC60.Z1-OCC-MODE,Occupancy Status Display
990,OBJECT_MULTI_STATE_VALUE_3000327,NAE08/FC-1.NAE8-T1-FEC60.OCC-SCHEDULE,Occupancy Schedule
991,OBJECT_MULTI_STATE_VALUE_3000339,NAE08/FC-1.NAE8-T1-FEC61.Z2-OCC-MODE,Occupancy Status Display
992,OBJECT_MULTI_STATE_VALUE_3000342,NAE08/FC-1.NAE8-T1-FEC61.Z1-OCC-MODE,Occupancy Status Display
993,OBJECT_MULTI_STATE_VALUE_3000344,NAE08/FC-1.NAE8-T1-FEC61.OCC-SCHEDULE,Occupancy Schedule
994,OBJECT_MULTI_STATE_VALUE_3000356,NAE08/FC-1.NAE8-T1-FEC62.Z2-OCC-MODE,Occupancy Status Display
995,OBJECT_MULTI_STATE_VALUE_3000359,NAE08/FC-1.NAE8-T1-FEC62.Z1-OCC-MODE,Occupancy Status Display
996,OBJECT_MULTI_STATE_VALUE_3000361,NAE08/FC-1.NAE8-T1-FEC62.OCC-SCHEDULE,Occupancy Schedule
997,OBJECT_MULTI_STATE_VALUE_3000373,NAE08/FC-1.NAE8-T1-FEC63.Z2-OCC-MODE,Occupancy Status Display
998,OBJECT_MULTI_STATE_VALUE_3000376,NAE08/FC-1.NAE8-T1-FEC63.Z1-OCC-MODE,Occupancy Status Display
999,OBJECT_MULTI_STATE_VALUE_3000378,NAE08/FC-1.NAE8-T1-FEC63.OCC-SCHEDULE,Occupancy Schedule
1000,OBJECT_MULTI_STATE_VALUE_3000390,NAE08/FC-1.NAE8-T1-FEC64.Z2-OCC-MODE,Occupancy Status Display
1001,OBJECT_MULTI_STATE_VALUE_3000393,NAE08/FC-1.NAE8-T1-FEC64.Z1-OCC-MODE,Occupancy Status Display
1002,OBJECT_MULTI_STATE_VALUE_3000395,NAE08/FC-1.NAE8-T1-FEC64.OCC-SCHEDULE,Occupancy Schedule
1003,OBJECT_MULTI_STATE_VALUE_3000407,NAE08/FC-1.NAE8-T1-FEC65.Z2-OCC-MODE,Occupancy Status Display
1004,OBJECT_MULTI_STATE_VALUE_3000410,NAE08/FC-1.NAE8-T1-FEC65.Z1-OCC-MODE,Occupancy Status Display
1005,OBJECT_MULTI_STATE_VALUE_3000412,NAE08/FC-1.NAE8-T1-FEC65.OCC-SCHEDULE,Occupancy Schedule
1006,OBJECT_MULTI_STATE_VALUE_3000424,NAE08/FC-1.NAE8-T1-FEC66.Z2-OCC-MODE,Occupancy Status Display
1007,OBJECT_MULTI_STATE_VALUE_3000427,NAE08/FC-1.NAE8-T1-FEC66.Z1-OCC-MODE,Occupancy Status Display
1008,OBJECT_MULTI_STATE_VALUE_3000429,NAE08/FC-1.NAE8-T1-FEC66.OCC-SCHEDULE,Occupancy Schedule
1009,OBJECT_MULTI_STATE_VALUE_3000441,NAE08/FC-1.NAE8-T1-FEC67.Z2-OCC-MODE,Occupancy Status Display
1010,OBJECT_MULTI_STATE_VALUE_3000444,NAE08/FC-1.NAE8-T1-FEC67.Z1-OCC-MODE,Occupancy Status Display
1011,OBJECT_MULTI_STATE_VALUE_3000446,NAE08/FC-1.NAE8-T1-FEC67.OCC-SCHEDULE,Occupancy Schedule
1012,OBJECT_MULTI_STATE_VALUE_3000458,NAE08/FC-1.NAE8-T1-FEC68.Z2-OCC-MODE,Occupancy Status Display
1013,OBJECT_MULTI_STATE_VALUE_3000461,NAE08/FC-1.NAE8-T1-FEC68.Z1-OCC-MODE,Occupancy Status Display
1014,OBJECT_MULTI_STATE_VALUE_3000463,NAE08/FC-1.NAE8-T1-FEC68.OCC-SCHEDULE,Occupancy Schedule
1015,OBJECT_MULTI_STATE_VALUE_3000475,NAE08/FC-1.NAE8-T1-FEC69.Z2-OCC-MODE,Occupancy Status Display
1016,OBJECT_MULTI_STATE_VALUE_3000478,NAE08/FC-1.NAE8-T1-FEC69.Z1-OCC-MODE,Occupancy Status Display
1017,OBJECT_MULTI_STATE_VALUE_3000480,NAE08/FC-1.NAE8-T1-FEC69.OCC-SCHEDULE,Occupancy Schedule
1018,OBJECT_MULTI_STATE_VALUE_3000511,NAE08/FC-1.NAE8-T1-FEC45.WC-C,WarmupCooldown
1019,OBJECT_MULTI_STATE_VALUE_3000512,NAE08/FC-1.NAE8-T1-FEC45.OCC-SCHEDULE,Occupancy Schedule
1020,OBJECT_MULTI_STATE_VALUE_3000518,NAE08/FC-1.NAE8-T1-FEC45.APP-MODE,Application Mode
1021,OBJECT_MULTI_STATE_VALUE_3000520,NAE08/FC-1.NAE8-T1-FEC45.FIRE-A,CS Input (Enum)
1022,OBJECT_MULTI_STATE_VALUE_3000525,NAE08/FC-1.NAE8-T1-FEC46.Z2-OCC-MODE,Occupancy Status Display
1023,OBJECT_MULTI_STATE_VALUE_3000528,NAE08/FC-1.NAE8-T1-FEC46.Z1-OCC-MODE,Occupancy Status Display
1024,OBJECT_MULTI_STATE_VALUE_3000530,NAE08/FC-1.NAE8-T1-FEC46.OCC-SCHEDULE,Occupancy Schedule
1025,OBJECT_MULTI_STATE_VALUE_3000542,NAE08/FC-1.NAE8-T1-FEC47.Z2-OCC-MODE,Occupancy Status Display
1026,OBJECT_MULTI_STATE_VALUE_3000545,NAE08/FC-1.NAE8-T1-FEC47.Z1-OCC-MODE,Occupancy Status Display
1027,OBJECT_MULTI_STATE_VALUE_3000547,NAE08/FC-1.NAE8-T1-FEC47.OCC-SCHEDULE,Occupancy Schedule
1028,OBJECT_MULTI_STATE_VALUE_3000559,NAE08/FC-1.NAE8-T1-FEC48.Z2-OCC-MODE,Occupancy Status Display
1029,OBJECT_MULTI_STATE_VALUE_3000562,NAE08/FC-1.NAE8-T1-FEC48.Z1-OCC-MODE,Occupancy Status Display
1030,OBJECT_MULTI_STATE_VALUE_3000564,NAE08/FC-1.NAE8-T1-FEC48.OCC-SCHEDULE,Occupancy Schedule
1031,OBJECT_MULTI_STATE_VALUE_3000576,NAE08/FC-1.NAE8-T1-FEC49.Z2-OCC-MODE,Occupancy Status Display
1032,OBJECT_MULTI_STATE_VALUE_3000579,NAE08/FC-1.NAE8-T1-FEC49.Z1-OCC-MODE,Occupancy Status Display
1033,OBJECT_MULTI_STATE_VALUE_3000581,NAE08/FC-1.NAE8-T1-FEC49.OCC-SCHEDULE,Occupancy Schedule
1034,OBJECT_MULTI_STATE_VALUE_3000593,NAE08/FC-1.NAE8-T1-FEC50.Z2-OCC-MODE,Occupancy Status Display
1035,OBJECT_MULTI_STATE_VALUE_3000596,NAE08/FC-1.NAE8-T1-FEC50.Z1-OCC-MODE,Occupancy Status Display
1036,OBJECT_MULTI_STATE_VALUE_3000598,NAE08/FC-1.NAE8-T1-FEC50.OCC-SCHEDULE,Occupancy Schedule
1037,OBJECT_MULTI_STATE_VALUE_3000610,NAE08/FC-1.NAE8-T1-FEC51.Z2-OCC-MODE,Occupancy Status Display
1038,OBJECT_MULTI_STATE_VALUE_3000613,NAE08/FC-1.NAE8-T1-FEC51.Z1-OCC-MODE,Occupancy Status Display
1039,OBJECT_MULTI_STATE_VALUE_3000615,NAE08/FC-1.NAE8-T1-FEC51.OCC-SCHEDULE,Occupancy Schedule
1040,OBJECT_MULTI_STATE_VALUE_3000627,NAE08/FC-1.NAE8-T1-FEC52.Z2-OCC-MODE,Occupancy Status Display
1041,OBJECT_MULTI_STATE_VALUE_3000630,NAE08/FC-1.NAE8-T1-FEC52.Z1-OCC-MODE,Occupancy Status Display
1042,OBJECT_MULTI_STATE_VALUE_3000632,NAE08/FC-1.NAE8-T1-FEC52.OCC-SCHEDULE,Occupancy Schedule
1043,OBJECT_MULTI_STATE_VALUE_3000644,NAE08/FC-1.NAE8-T1-FEC53.Z2-OCC-MODE,Occupancy Status Display
1044,OBJECT_MULTI_STATE_VALUE_3000647,NAE08/FC-1.NAE8-T1-FEC53.Z1-OCC-MODE,Occupancy Status Display
1045,OBJECT_MULTI_STATE_VALUE_3000649,NAE08/FC-1.NAE8-T1-FEC53.OCC-SCHEDULE,Occupancy Schedule
1046,OBJECT_MULTI_STATE_VALUE_3000661,NAE08/FC-1.NAE8-T1-FEC54.Z2-OCC-MODE,Occupancy Status Display
1047,OBJECT_MULTI_STATE_VALUE_3000664,NAE08/FC-1.NAE8-T1-FEC54.Z1-OCC-MODE,Occupancy Status Display
1048,OBJECT_MULTI_STATE_VALUE_3000666,NAE08/FC-1.NAE8-T1-FEC54.OCC-SCHEDULE,Occupancy Schedule
1049,OBJECT_MULTI_STATE_VALUE_3000678,NAE08/FC-1.NAE8-T1-FEC55.Z2-OCC-MODE,Occupancy Status Display
1050,OBJECT_MULTI_STATE_VALUE_3000681,NAE08/FC-1.NAE8-T1-FEC55.Z1-OCC-MODE,Occupancy Status Display
1051,OBJECT_MULTI_STATE_VALUE_3000683,NAE08/FC-1.NAE8-T1-FEC55.OCC-SCHEDULE,Occupancy Schedule
1052,OBJECT_MULTI_STATE_VALUE_3000695,NAE08/FC-1.NAE8-T1-FEC56.Z2-OCC-MODE,Occupancy Status Display
1053,OBJECT_MULTI_STATE_VALUE_3000698,NAE08/FC-1.NAE8-T1-FEC56.Z1-OCC-MODE,Occupancy Status Display
1054,OBJECT_MULTI_STATE_VALUE_3000700,NAE08/FC-1.NAE8-T1-FEC56.OCC-SCHEDULE,Occupancy Schedule
1055,OBJECT_MULTI_STATE_VALUE_3000712,NAE08/FC-1.NAE8-T1-VMA44.UNITEN-MODE,Unit Enable Mode
1056,OBJECT_MULTI_STATE_VALUE_3000713,NAE08/FC-1.NAE8-T1-VMA44.SYSTEM-MODE,System Mode
1057,OBJECT_MULTI_STATE_VALUE_3000719,NAE08/FC-1.NAE8-T1-VMA57.UNITEN-MODE,Unit Enable Mode
1058,OBJECT_MULTI_STATE_VALUE_3000720,NAE08/FC-1.NAE8-T1-VMA57.SYSTEM-MODE,System Mode
1059,OBJECT_MULTI_STATE_VALUE_3000726,NAE08/FC-1.NAE8-T1-VMA73.UNITEN-MODE,Unit Enable Mode
1060,OBJECT_MULTI_STATE_VALUE_3000727,NAE08/FC-1.NAE8-T1-VMA73.SYSTEM-MODE,System Mode
1061,OBJECT_MULTI_STATE_VALUE_3001024,NAE08/FC-1.9-UP-86.Z1-OCC-MODE,Occupancy Status Display
1062,OBJECT_MULTI_STATE_VALUE_3001026,NAE08/FC-1.9-UP-86.Z2-OCC-MODE,Occupancy Status Display
1063,OBJECT_MULTI_STATE_VALUE_3001028,NAE08/FC-1.9-UP-86.Z3-OCC-MODE,Occupancy Status Display
1064,OBJECT_MULTI_STATE_VALUE_3001034,NAE08/FC-1.9-UP-86.ZNT-STATE,State
1065,OBJECT_MULTI_STATE_VALUE_3001041,NAE08/FC-1.9-UP-86.SYSTEM-MODE,System Mode
1066,OBJECT_MULTI_STATE_VALUE_3001046,NAE08/FC-1.9-UP-85.Z1-OCC-MODE,Occupancy Status Display
1067,OBJECT_MULTI_STATE_VALUE_3001048,NAE08/FC-1.9-UP-85.Z2-OCC-MODE,Occupancy Status Display
1068,OBJECT_MULTI_STATE_VALUE_3001059,NAE08/FC-1.9-UP-85.SYSTEM-MODE,System Mode
1069,OBJECT_MULTI_STATE_VALUE_3001062,NAE08/FC-1.9-UP-84.Z1-OCC-MODE,Occupancy Status Display
